0_precision;0_recall;0_f1-score;0_support;1_precision;1_recall;1_f1-score;1_support;2_precision;2_recall;2_f1-score;2_support;3_precision;3_recall;3_f1-score;3_support;accuracy;macro_avg_precision;macro_avg_recall;macro_avg_f1-score;macro_avg_support;weighted_avg_precision;weighted_avg_recall;weighted_avg_f1-score;weighted_avg_support;macro_f1;model;k;C;class_weight;n_estimators;max_depth;min_samples_leaf;learning_rate;num_features_removed;features_removed;num_classes;subsample;colsample_bytree;task
0.643835616;0.491289199;0.557312253;287;0.721266968;0.869138495;0.788328388;917;0.617647059;0.581538462;0.599049128;325;0.629411765;0.394833948;0.485260771;271;0.685555556;0.653040352;0.584200026;0.607487635;1800;0.676382508;0.685555556;0.671690213;1800;0.607487635;XGBoost;;;;500;8;;0.01;;;4;1;1;multiclass
0.638655462;0.529616725;0.579047619;287;0.73015873;0.852780807;0.786720322;917;0.621710526;0.581538462;0.600953895;325;0.56684492;0.391143911;0.462882096;271;0.682777778;0.63934241;0.588769976;0.607400983;1800;0.671400315;0.682777778;0.671311259;1800;0.607400983;XGBoost;;;;500;8;;0.1;;;4;0.8;1;multiclass
0.659292035;0.519163763;0.580896686;287;0.734636872;0.860414395;0.792566549;917;0.592948718;0.569230769;0.580847724;325;0.579787234;0.402214022;0.474945534;271;0.684444444;0.641666215;0.587755737;0.607314123;1800;0.673727499;0.684444444;0.672770347;1800;0.607314123;XGBoost;;;;400;8;;0.1;;;4;0.6;0.8;multiclass
0.65;0.49825784;0.564102564;287;0.72985348;0.869138495;0.793429567;917;0.612582781;0.569230769;0.590111643;325;0.591397849;0.405904059;0.481400438;271;0.686111111;0.645958528;0.585632791;0.607261053;1800;0.675102146;0.686111111;0.673176751;1800;0.607261053;XGBoost;;;;100;8;;0.1;;;4;0.6;0.8;multiclass
0.668224299;0.49825784;0.570858283;287;0.717314488;0.885496183;0.792581747;917;0.627586207;0.56;0.591869919;325;0.62804878;0.380073801;0.473563218;271;0.688888889;0.660293444;0.580956956;0.607218292;1800;0.679846942;0.688888889;0.672959525;1800;0.607218292;XGBoost;;;;300;8;;0.01;;;4;1;0.8;multiclass
0.665137615;0.505226481;0.574257426;287;0.724703737;0.86695747;0.789473684;917;0.613861386;0.572307692;0.592356688;325;0.587912088;0.394833948;0.472406181;271;0.685;0.647903707;0.584831398;0.607123495;1800;0.674598305;0.685;0.671831805;1800;0.607123495;XGBoost;;;;400;8;;0.05;;;4;0.6;0.8;multiclass
0.632911392;0.522648084;0.572519084;287;0.731549815;0.864776445;0.792603698;917;0.612582781;0.569230769;0.590111643;325;0.598870056;0.391143911;0.473214286;271;0.685555556;0.643978511;0.586949802;0.607112178;1800;0.674366633;0.685555556;0.672865513;1800;0.607112178;XGBoost;;;;100;8;;0.1;;;4;0.8;1;multiclass
0.643776824;0.522648084;0.576923077;287;0.72693383;0.850599782;0.783919598;917;0.595469256;0.566153846;0.58044164;325;0.6;0.409594096;0.486842105;271;0.680555556;0.641544978;0.587248952;0.607031605;1800;0.670827655;0.680555556;0.66944941;1800;0.607031605;XGBoost;;;;500;7;;0.1;;;4;1;1;multiclass
0.631355932;0.519163763;0.569789675;287;0.727695167;0.85387132;0.785750125;917;0.602006689;0.553846154;0.576923077;325;0.603174603;0.420664207;0.495652174;271;0.681111111;0.641058098;0.586886361;0.607028763;1800;0.670893396;0.681111111;0.669935689;1800;0.607028763;XGBoost;;;;400;8;;0.1;;;4;1;1;multiclass
0.674418605;0.505226481;0.577689243;287;0.719609583;0.884405671;0.793542074;917;0.60472973;0.550769231;0.576489533;325;0.641975309;0.383763838;0.480369515;271;0.688333333;0.660183306;0.581041305;0.607022591;1800;0.679973666;0.688333333;0.672785629;1800;0.607022591;XGBoost;;;;100;8;;0.05;;;4;0.8;0.8;multiclass
0.665137615;0.505226481;0.574257426;287;0.728428701;0.874591058;0.794846383;917;0.594059406;0.553846154;0.573248408;325;0.612359551;0.402214022;0.485523385;271;0.686666667;0.649996318;0.583969429;0.6069689;1800;0.676601311;0.686666667;0.673093658;1800;0.6069689;XGBoost;;;;500;8;;0.05;;;4;0.8;0.8;multiclass
0.666666667;0.529616725;0.590291262;287;0.729779412;0.865866957;0.79201995;917;0.608552632;0.569230769;0.588235294;325;0.572222222;0.380073801;0.456762749;271;0.685555556;0.644305233;0.586197063;0.606827314;1800;0.674107156;0.685555556;0.672586146;1800;0.606827314;XGBoost;;;;200;7;;0.1;;;4;0.8;0.8;multiclass
0.659192825;0.512195122;0.576470588;287;0.729605866;0.868047983;0.792828685;917;0.60130719;0.566153846;0.583201268;325;0.594444444;0.394833948;0.474501109;271;0.685555556;0.646137581;0.585307725;0.606750412;1800;0.674864556;0.685555556;0.672556209;1800;0.606750412;XGBoost;;;;500;7;;0.05;;;4;0.8;0.8;multiclass
0.67264574;0.522648084;0.588235294;287;0.725383921;0.87568157;0.793478261;917;0.609589041;0.547692308;0.576985413;325;0.58988764;0.387453875;0.467706013;271;0.686666667;0.649376585;0.583368959;0.606601245;1800;0.675667984;0.686666667;0.672617602;1800;0.606601245;XGBoost;;;;200;7;;0.1;;;4;0.8;0.6;multiclass
0.643835616;0.491289199;0.557312253;287;0.724886878;0.873500545;0.792284866;917;0.620462046;0.578461538;0.598726115;325;0.612716763;0.391143911;0.477477477;271;0.686666667;0.650475326;0.583598798;0.606450178;1800;0.676221387;0.686666667;0.672475679;1800;0.606450178;XGBoost;;;;100;8;;0.05;;;4;1;1;multiclass
0.672727273;0.515679443;0.58382643;287;0.72965642;0.880043621;0.797825012;917;0.592105263;0.553846154;0.572337043;325;0.611764706;0.383763838;0.471655329;271;0.688333333;0.651563415;0.583333264;0.606410954;1800;0.677994505;0.688333333;0.673884364;1800;0.606410954;XGBoost;;;;100;8;;0.05;;;4;0.6;1;multiclass
0.647826087;0.519163763;0.576402321;287;0.728350046;0.87131952;0.793445879;917;0.599326599;0.547692308;0.572347267;325;0.613636364;0.398523985;0.483221477;271;0.685555556;0.647284774;0.584174894;0.606354236;1800;0.674944266;0.685555556;0.672212899;1800;0.606354236;XGBoost;;;;300;7;;0.05;;;4;0.8;0.8;multiclass
0.64806867;0.526132404;0.580769231;287;0.72556391;0.841875682;0.779404341;917;0.586750789;0.572307692;0.579439252;325;0.596774194;0.409594096;0.485776805;271;0.677777778;0.63928939;0.587477469;0.606347407;1800;0.668754237;0.677777778;0.667421012;1800;0.606347407;XGBoost;;;;400;7;;0.1;;;4;1;1;multiclass
0.668161435;0.519163763;0.584313725;287;0.724043716;0.86695747;0.789081886;917;0.620338983;0.563076923;0.590322581;325;0.570652174;0.387453875;0.461538462;271;0.684444444;0.645799077;0.584163008;0.606314163;1800;0.673315182;0.684444444;0.671232161;1800;0.606314163;XGBoost;;;;300;8;;0.05;;;4;0.6;0.8;multiclass
0.6375;0.533101045;0.580645161;287;0.729879741;0.860414395;0.78978979;917;0.616666667;0.569230769;0.592;325;0.581005587;0.383763838;0.462222222;271;0.683888889;0.641262999;0.586627512;0.606164293;1800;0.672295224;0.683888889;0.671413678;1800;0.606164293;XGBoost;;;;400;7;;0.05;;;4;0.8;1;multiclass
0.64573991;0.50174216;0.564705882;287;0.720391808;0.882224646;0.793137255;917;0.629251701;0.569230769;0.597738288;325;0.63125;0.372693727;0.468677494;271;0.688333333;0.656658355;0.581472826;0.60606473;1800;0.67861233;0.688333333;0.672585553;1800;0.60606473;XGBoost;;;;500;8;;0.01;;;4;1;0.8;multiclass
0.678571429;0.529616725;0.594911937;287;0.724572457;0.877862595;0.793885602;917;0.607973422;0.563076923;0.584664537;325;0.597560976;0.361623616;0.450574713;271;0.687777778;0.652169571;0.583044965;0.606009197;1800;0.677062961;0.687777778;0.672696969;1800;0.606009197;XGBoost;;;;500;8;;0.01;;;4;0.6;1;multiclass
0.640350877;0.508710801;0.566990291;287;0.727104533;0.857142857;0.786786787;917;0.594059406;0.553846154;0.573248408;325;0.606382979;0.420664207;0.496732026;271;0.681111111;0.641974449;0.585091005;0.605939378;1800;0.671074807;0.681111111;0.66951656;1800;0.605939378;XGBoost;;;;200;8;;0.1;;;4;1;1;multiclass
0.659192825;0.512195122;0.576470588;287;0.725939505;0.863685932;0.788844622;917;0.609120521;0.575384615;0.591772152;325;0.586592179;0.387453875;0.466666667;271;0.683888889;0.645211258;0.584679886;0.605938507;1800;0.673225287;0.683888889;0.670894552;1800;0.605938507;XGBoost;;;;600;8;;0.05;;;4;0.6;0.8;multiclass
0.651785714;0.508710801;0.571428571;287;0.734883721;0.861504907;0.793172691;917;0.598101266;0.581538462;0.589703588;325;0.578378378;0.394833948;0.469298246;271;0.684444444;0.64078727;0.58664703;0.605900774;1800;0.673374624;0.684444444;0.672318249;1800;0.605900774;XGBoost;;;;500;8;;0.1;;;4;0.6;0.8;multiclass
0.648535565;0.540069686;0.589353612;287;0.737040528;0.852780807;0.790697674;917;0.590163934;0.553846154;0.571428571;325;0.564102564;0.405904059;0.472103004;271;0.681666667;0.634960648;0.588150177;0.605895716;1800;0.670372747;0.681666667;0.67103803;1800;0.605895716;XGBoost;;;;600;6;;0.1;;;4;0.8;0.8;multiclass
0.668161435;0.519163763;0.584313725;287;0.721677074;0.882224646;0.793915604;917;0.62116041;0.56;0.588996764;325;0.607361963;0.365313653;0.456221198;271;0.688333333;0.65459022;0.581675515;0.605861823;1800;0.677784685;0.688333333;0.672654745;1800;0.605861823;XGBoost;;;;400;7;;0.01;;;4;0.8;1;multiclass
0.65470852;0.508710801;0.57254902;287;0.72826087;0.876772083;0.79564572;917;0.592715232;0.550769231;0.570972887;325;0.625730994;0.394833948;0.484162896;271;0.686666667;0.650353904;0.582771516;0.605832631;1800;0.676623396;0.686666667;0.672612793;1800;0.605832631;XGBoost;;;;400;8;;0.05;;;4;0.8;0.8;multiclass
0.672727273;0.515679443;0.58382643;287;0.719220549;0.885496183;0.793743891;917;0.629757785;0.56;0.592833876;325;0.604938272;0.361623616;0.452655889;271;0.688888889;0.65666097;0.58069981;0.605765021;1800;0.678448624;0.688888889;0.672645605;1800;0.605765021;XGBoost;;;;300;7;;0.01;;;4;0.8;1;multiclass
0.656652361;0.533101045;0.588461538;287;0.727272727;0.854961832;0.785964912;917;0.596153846;0.572307692;0.583987441;325;0.587570621;0.383763838;0.464285714;271;0.681666667;0.641912389;0.586033602;0.605674902;1800;0.671305532;0.681666667;0.669575352;1800;0.605674902;XGBoost;;;;400;7;;0.05;;;4;1;1;multiclass
0.641921397;0.512195122;0.569767442;287;0.729379055;0.85823337;0.788577154;917;0.607260726;0.566153846;0.585987261;325;0.582010582;0.405904059;0.47826087;271;0.682222222;0.64014294;0.585621599;0.605648182;1800;0.671198132;0.682222222;0.67039059;1800;0.605648182;XGBoost;;;;600;8;;0.05;;;4;1;1;multiclass
0.674208145;0.519163763;0.586614173;287;0.721668178;0.868047983;0.788118812;917;0.603389831;0.547692308;0.574193548;325;0.591160221;0.394833948;0.473451327;271;0.683333333;0.647606593;0.5824345;0.605594465;1800;0.673096429;0.683333333;0.669989684;1800;0.605594465;XGBoost;;;;400;8;;0.05;;;4;0.6;0.6;multiclass
0.641666667;0.536585366;0.584440228;287;0.730841121;0.852780807;0.787116256;917;0.59223301;0.563076923;0.577287066;325;0.591160221;0.394833948;0.473451327;271;0.681111111;0.638975255;0.586819261;0.605573719;1800;0.67056655;0.681111111;0.669690866;1800;0.605573719;XGBoost;;;;400;7;;0.1;;;4;0.8;1;multiclass
0.645299145;0.526132404;0.579654511;287;0.731593663;0.856052345;0.788944724;917;0.607717042;0.581538462;0.594339623;325;0.571428571;0.383763838;0.459161148;271;0.682777778;0.639009605;0.586871762;0.605525001;1800;0.671354125;0.682777778;0.67078678;1800;0.605525001;XGBoost;;;;200;8;;0.1;;;4;0.8;1;multiclass
0.636752137;0.519163763;0.571976967;287;0.728876509;0.856052345;0.787362086;917;0.618421053;0.578461538;0.597774245;325;0.572972973;0.391143911;0.464912281;271;0.682222222;0.639255668;0.586205389;0.605506395;1800;0.6707723;0.682222222;0.670242378;1800;0.605506395;XGBoost;;;;400;8;;0.1;;;4;0.8;1;multiclass
0.650442478;0.512195122;0.573099415;287;0.727859779;0.860414395;0.788605697;917;0.596721311;0.56;0.577777778;325;0.594594595;0.405904059;0.48245614;271;0.682222222;0.642404541;0.584628394;0.605484758;1800;0.671774427;0.682222222;0.670085749;1800;0.605484758;XGBoost;;;;300;8;;0.05;;;4;1;1;multiclass
0.660633484;0.508710801;0.57480315;287;0.728767123;0.870229008;0.793240557;917;0.590909091;0.56;0.575039494;325;0.607954545;0.394833948;0.478747204;271;0.685;0.647066061;0.583443439;0.605457601;1800;0.674823555;0.685;0.67166579;1800;0.605457601;XGBoost;;;;600;8;;0.05;;;4;0.8;0.8;multiclass
